,Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Draught,Width,Length,SOG,COG,Heading,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction,True North Wind Direction,True North Current Direction
5182,5182,2021-08-25 03:00:00,14.56481952,55.09776908,289.362793,1.219229698,1.886796951,5.05815506,3.473426819,3.67357254,289.3085938,0.963588774,0.324645996,0.904907227,101981.75,5.379679009,24,158,14.28559499,133.6131402,105.5488659,9.191479511,0.042148936,39.41543927,170.3385639,51.52249107,141.6760792,143.093758,66.13342661084788,-64.78969803645323
5191,5191,2021-08-25 15:00:00,14.48467022,55.13469352,290.1081543,1.202734947,2.963580132,5.677721977,4.663733482,5.037475586,289.3085938,1.535896659,0.668243349,1.348632813,100691.6875,5.381463751,24,158,17.43194581,286.5613812,281.8842936,10.21796307,0.072420358,167.6461236,12.1802794,56.84953413,16.39363203,24.13578901,89.53041720847148,-65.93542695576002
5192,5192,2021-08-25 16:00:00,14.0092917,55.20389181,290.607666,1.199599266,2.532430887,5.314067841,4.064320564,4.793021202,289.2067871,1.309401274,0.626403928,1.079956055,100697.4375,5.382793868,24,158,19.14571072,276.9568124,275.6392079,9.480298725,0.072420358,177.4042185,18.42536511,46.45144853,1.632001787,15.99937639,-86.95657355850791,-65.93542695576002
5193,5193,2021-08-25 17:00:00,13.31948489,55.23344437,291.1166992,1.195528984,2.310373783,5.016129494,4.090126038,4.438613892,289.6501465,1.209364176,0.642108262,0.998352051,100661.25,5.381178493,24,158,19.37065519,272.9828748,271.9697109,8.531149832,0.065593221,151.0535607,54.63224024,33.24426232,15.35060157,1.114212412,-59.08384979322825,-33.39804883225844
5194,5194,2021-08-25 18:00:00,12.88609461,55.27170129,291.1164551,1.195662498,1.978570461,4.948420525,3.631996155,4.292413712,289.6862793,1.040979624,0.677844286,0.762695313,100693.8125,5.381223467,24,158,17.80148148,287.0185401,285.9611543,7.238425876,0.042793137,148.2143083,29.81278304,34.42738658,16.0117156,8.369204815,-42.25315405829861,-44.226062681618465
5195,5195,2021-08-25 19:00:00,12.47476565,55.40367368,290.4902344,1.198914528,0.992933989,3.951436043,2.533208847,3.480854034,289.347168,0.531838775,0.420875609,0.317321777,100652.75,5.378057999,24,158,15.47488335,302.0001786,300.6369576,5.491934247,0.028577265,153.1289966,34.26966277,35.36995928,33.27100141,14.51787798,-32.492039008915924,-25.09337965980066
5199,5199,2021-08-25 23:00:00,12.39397571,55.40932428,288.7746582,1.208145142,0.738083363,3.740991592,2.544959068,2.990747452,289.2806396,0.398214042,0.242126465,0.315979004,100693.1875,5.564975082,24,158,17.11951454,118.7560933,117.4929241,6.471090087,0.016703624,49.38263979,36.49716228,149.7624165,132.2609294,157.0108989,-13.12443614162843,
5200,5200,2021-08-26 00:00:00,12.84288722,55.25448036,288.9196777,1.207330704,1.261652946,4.299325943,3.072180748,3.287485123,289.6695557,0.664294243,0.278564453,0.6015625,100721.8125,5.495380114,24,158,19.71326552,109.426477,106.151593,8.57627366,0.016703624,61.23786229,25.15583121,156.7276795,126.0247619,136.997052,-12.610544717575701,
5201,5201,2021-08-26 01:00:00,13.41846136,55.18605488,287.7744141,1.210629463,1.645836115,4.417266846,3.314125061,3.470977783,289.3859863,0.856142998,0.304199219,0.796386719,100624.5,5.557000999,24,158,20.26381665,99.04752198,96.33333333,8.301650894,0.016703624,72.04461717,15.33757154,171.6492106,113.043752,121.0242513,-11.622049493183384,
5202,5202,2021-08-26 02:00:00,14.01207332,55.13844702,287.3500977,1.214361191,1.68824172,4.519788742,3.3400774,3.662733078,288.6767578,0.86874336,0.358093262,0.780395508,100652.6875,5.562628051,24,158,20.464687,101.4458477,98.4,9.191411675,0.016703624,70.52382127,17.40423821,171.8860535,114.5789246,120.870459,-11.076178729921612,
5203,5203,2021-08-26 03:00:00,14.52050673,55.09339483,287.4133301,1.214842796,2.468070745,4.86502552,4.110023499,4.182408333,288.9333496,1.262895823,0.388183594,1.201428413,100530.625,5.559314489,24,158,16.65839561,114.6941061,95.37777778,10.35710408,0.088019167,74.75837663,28.5378512,148.819947,110.1882331,111.9257209,-9.863845587574017,66.83992657413886
5212,5212,2021-08-26 15:00:00,14.45573956,55.12740375,286.8358154,1.213986397,1.436294556,4.404669762,2.3545084,4.144415855,288.9333496,0.758013725,0.707366884,0.269775391,100602.875,5.288118251,24,158,18.29963517,287.6966357,287.0542332,4.071291727,0.169187378,95.94314907,177.9171869,66.79690203,85.51589044,69.00384172,11.11108416242784,-75.02857985207642
5213,5213,2021-08-26 16:00:00,13.98788432,55.21449227,287.3016357,1.211743355,1.136273623,4.143109322,2.318153381,3.845379829,288.6767578,0.604153633,0.548815906,0.248840332,100716.0,5.289633115,24,158,18.67823114,279.3441955,277.8754865,5.626223392,0.169187378,96.77720335,172.9040663,80.02655212,76.08334533,79.37292663,1.098283104184627,-75.02857985207642
5214,5214,2021-08-26 17:00:00,13.27231359,55.24649684,287.7818604,1.209981918,1.521504402,4.367082596,3.62120533,3.772600174,289.3626709,0.80387938,0.296691835,0.738464355,100715.75,5.288140012,24,158,18.53309525,274.6439284,274.6076843,8.436190102,0.111496838,87.61067024,140.4467043,101.180722,69.06763915,71.6842163,6.997014097141719,-45.83901999488004
5215,5215,2021-08-26 18:00:00,12.87541385,55.2753502,287.677124,,,,,,,,,,100754.5,5.286195634,24,158,18.37513612,284.7794495,285.1106867,7.075947393,0.13054127,106.9833321,134.1342684,,,,-1.8726454039060287,-29.023581779926676
5216,5216,2021-08-26 19:00:00,12.44631711,55.40726069,287.6584473,1.210989952,1.348702431,3.847387314,3.400184631,3.435033798,289.2806396,0.713854074,0.188934267,0.687744141,100814.4375,5.290517845,24,158,16.13062731,301.1965762,301.3413499,8.239448159,0.115392997,123.410378,147.1575118,39.67247455,48.72575824,48.19456927,-2.0690280853629033,-25.81616190421448
5219,5219,2021-08-26 22:00:00,12.23115465,55.45420299,287.0446777,1.218245506,,,,,289.0842285,,,,100667.875,5.286815337,24,158,6.347698898,200.5270152,108.2931937,7.299484087,0.016703624,57.7257117,27.29743193,,,,-13.981094578269394,
5220,5220,2021-08-26 23:00:00,12.53416891,55.34947367,287.333252,1.217551231,1.446696043,3.884653091,3.405189514,3.460092545,289.2475586,0.763143539,0.239501953,0.723205566,100806.1875,5.287222146,24,158,17.65916612,124.9441254,122.2526687,7.575559876,0.016703624,59.24186996,41.25690693,160.6254104,122.7861465,126.5364822,1.4945386839869352,
5221,5221,2021-08-27 00:00:00,12.98083857,55.22986504,287.4161377,1.213664055,1.737098813,4.271580696,3.529896736,3.877537727,289.3818359,0.911296487,0.559814394,0.700439453,100802.375,5.27713606,24,158,18.54352688,103.3552085,99.79879963,8.16460144,0.016703624,113.471595,18.80303784,131.1036092,76.58929454,99.52845284,33.27039465862586,
5222,5222,2021-08-27 01:00:00,13.5902944,55.17227204,287.4545898,1.2131567,1.161701202,3.893701553,2.57144928,3.506006241,289.4692383,0.621537268,0.511230409,0.345947266,100741.875,5.29112428,24,158,18.8,97.16408633,95.1086351,5.597576682,0.016703624,143.5804701,14.11287331,104.0608446,29.33747116,84.2825748,58.6891052203047,
5223,5223,2021-08-27 02:00:00,14.08456696,55.14142316,287.5163574,1.213567734,0.709205925,3.403161049,1.917762756,3.291466713,288.7156982,0.383309603,0.368976951,0.100463867,100882.1875,5.290081999,24,158,19.12070789,96.30752546,94.47199117,4.896574914,0.016703624,155.9344991,13.47622938,80.79091512,32.35783254,77.81973325,70.40649022458659,
5224,5224,2021-08-27 03:00:00,14.5650444,55.10015149,287.828125,1.212909698,0.648013949,3.530920029,2.071937561,3.285802841,288.7021484,0.351005793,0.316024542,0.144165039,100866.75,5.291868812,24,158,13.84503043,125.897974,105.6895842,4.881277891,0.07957464,157.8615327,86.77551529,97.16772222,33.92080831,89.62054204,83.55111692189514,12.465099539723353
5227,5227,2021-08-27 06:00:00,14.61694328,55.05919792,288.2392578,1.212958336,0.674789131,3.594521523,2.416664124,3.006630898,288.7021484,0.361577451,0.254423738,0.256286621,100967.4375,5.10733291,24,158,13.15775862,262.8377532,206.3622699,5.039365642,0.127453746,44.38084368,3.641642518,164.5230527,144.4282413,166.2982784,70.74311359678808,30.003912431593626
5233,5233,2021-08-27 15:00:00,14.47768131,55.12539947,288.2158203,1.215664864,0.778848767,3.965130806,2.346839905,3.464850426,288.7021484,0.417050719,0.341888368,0.23449707,101316.5625,5.291466776,24,158,17.4709412,276.0932731,280.2948234,5.411173674,0.054889483,69.18359558,57.05598226,134.157531,106.3219635,125.4651596,31.11122783952273,43.23884115444181
5234,5234,2021-08-27 16:00:00,14.03936067,55.20829836,288.2248535,1.216286659,0.666538537,3.683592796,2.12247467,3.310400009,288.7156982,0.35880053,0.298156738,0.180786133,101442.1875,5.289408411,24,158,19.19262049,280.8079931,280.462472,5.972936393,0.085216288,74.8502746,62.04832416,140.461894,114.1565428,132.9378805,25.612197355100104,38.414147796338284
5235,5235,2021-08-27 17:00:00,13.31452459,55.24992542,288.5351563,1.215600014,0.639346063,3.48882103,2.268470764,3.072683334,289.3293457,0.348875761,0.270434618,0.206298828,101421.25,5.288786921,24,158,18.84928078,273.6524476,272.7318839,6.552732684,0.0624978,59.21612392,18.2391328,152.69656,111.8346845,138.7728044,33.51575995662134,74.49275107714297
5236,5236,2021-08-27 18:00:00,12.88838104,55.27320032,288.7279053,1.217049599,0.661357939,3.525818825,2.590736389,2.93501091,289.3818359,0.363517225,0.219482481,0.289550781,101486.625,5.287611413,24,158,17.73877936,283.2966321,282.5857971,7.155800413,0.094478444,60.26818683,52.02216216,147.4008514,111.6056511,123.389579,42.31761030265796,50.5636349722957
5237,5237,2021-08-27 19:00:00,12.47102547,55.39983473,288.7749023,1.219130516,0.65343672,3.168450356,2.555580139,2.639960289,289.2475586,0.357814431,0.131811559,0.332397461,101522.0625,5.290523225,24,158,16.12591546,302.7909781,302.5653962,5.922920358,0.07376094,92.72814216,74.83309789,104.9669639,94.39258111,95.51467812,29.837254022682256,47.732298302081496
5240,5240,2021-08-27 22:00:00,12.2475405,55.44967393,287.9645996,1.220061302,,,,,288.9558105,,,,101451.25,5.289536697,24,158,7.394356741,182.5798982,106.0895412,7.262047799,0.016703624,103.5604891,25.09377941,,,,29.650030306808027,
5241,5241,2021-08-27 23:00:00,12.56926775,55.33736198,288.1230469,1.218619347,1.065986156,3.524971962,2.966712952,3.017107964,289.0804443,0.569837451,0.169799805,0.543823242,101563.625,5.291316308,24,158,17.33320352,124.847921,122.0796721,7.660086137,0.016703624,94.04792462,41.08391026,57.93887158,90.80697842,88.61593456,36.12759667780285,
5242,5242,2021-08-28 00:00:00,13.00720274,55.23166759,288.421875,1.216749191,1.354020476,4.183419228,3.314613342,3.513299942,289.005249,0.713457286,0.324462891,0.633056641,101582.5625,5.289721344,24,158,18.18213918,101.9836339,98.6411082,7.001692413,0.016703624,124.2859788,17.64534641,32.24713389,53.44401042,49.16575114,42.92708695516472,
5243,5243,2021-08-28 01:00:00,13.61824316,55.17283868,288.371582,1.216911316,1.210453749,4.319306374,3.01700592,3.618107796,289.0688477,0.643618047,0.431274414,0.475097656,101512.75,5.289098395,24,158,18.55214593,97.76722681,95.78833792,6.594151684,0.016703624,125.2317802,14.79257614,33.29200766,53.17582724,44.42824576,41.02011816549603,
5244,5244,2021-08-28 02:00:00,14.10173836,55.1370067,288.4489746,1.21675396,1.127001286,4.487689018,2.525428772,3.970511436,288.5528564,0.599544525,0.498321593,0.308807373,101500.125,5.289534459,24,158,18.33967451,97.78590464,94.2362153,6.296943382,0.169907409,118.8663746,128.7919292,35.04077691,46.2735917,38.54001398,33.10258993781146,-34.55571386999463
5245,5245,2021-08-28 03:00:00,14.56499234,55.0976899,288.6472168,1.215079308,1.207843065,4.56429863,2.642738342,4.108571053,288.5905762,0.642840862,0.551260412,0.300598145,101429.0625,5.290260145,24,158,14.02957835,124.6769015,102.6916967,6.431855824,0.141260018,113.3521885,168.2736286,50.329949,51.10968838,50.69796811,36.043885253958166,-89.03467470264827
5254,5254,2021-08-28 15:00:00,14.46224719,55.13065221,288.3664551,1.217051506,1.579272985,4.754994392,3.42069149,3.885304451,288.5905762,0.826695025,0.476592958,0.672302246,101387.875,5.030875344,24,158,17.97432826,287.0021568,286.4906171,7.342626981,0.06918103,96.04794576,21.68841165,118.1045444,76.49426122,89.83227987,10.442671328790412,84.80220568544986
5255,5255,2021-08-28 16:00:00,14.00868442,55.21289138,288.3898926,1.216545105,1.232385874,4.414560318,2.858558655,3.792978287,288.5528564,0.652504265,0.486572266,0.427612305,101493.0625,5.018863894,24,158,18.91803284,279.0995196,278.2566991,6.311574324,0.06918103,84.20641693,13.45449366,127.1411929,82.35034035,109.6549525,14.050282172593585,84.80220568544986
5256,5256,2021-08-28 17:00:00,13.28521674,55.2480123,288.3686523,1.2162714,1.239093781,4.356259346,3.076210022,3.608944893,288.9144287,0.660595357,0.421020508,0.506896973,101509.8125,5.019874223,24,158,18.61164688,273.6355044,273.7561302,6.307096657,0.08607761,96.07769024,13.94769235,140.7425995,87.74811463,109.6228257,-2.321560065280259,79.80843782676988
5257,5257,2021-08-28 18:00:00,12.87618125,55.27292849,288.3110352,1.217098236,1.307811141,4.373930931,3.237953186,3.564116478,289.005249,0.695111692,0.365966737,0.589599609,101557.125,5.018511009,24,158,17.54638989,283.9482812,283.9820126,6.485948006,0.09427375,108.0456964,47.48096359,134.1223308,79.67435378,94.24264258,-4.0636838523953545,56.501048980629406
5258,5258,2021-08-28 19:00:00,12.46940247,55.39582212,288.0598145,1.218877792,1.048556924,3.72155571,3.041969299,3.15112114,289.0804443,0.562964797,0.224151552,0.516113281,101545.8125,5.017318026,24,158,15.80433867,303.2465992,302.827957,6.031304307,0.080449289,125.1080213,47.22009855,79.00820749,63.01442878,65.48374479,-2.2800643440324913,75.60785844133393
5261,5261,2021-08-28 22:00:00,12.24123532,55.45131012,287.8017578,1.220079422,,,,,289.081543,,,,101412.1875,4.942534876,24,158,7.159106491,188.9486787,107.9865687,5.139330823,0.016703624,78.17319709,26.9908069,,,,6.1597657800836245,
5262,5262,2021-08-28 23:00:00,12.56557392,55.33936007,288.5825195,1.217336655,0.830860853,3.526929855,2.746253967,3.012525558,289.1374512,0.453123868,0.263891637,0.368347168,101493.8125,4.936620942,24,158,17.49891817,124.1207622,122.0911131,5.206209936,0.016703624,76.2723256,41.09535126,124.0634641,101.256114,109.095931,18.363438652258807,
5263,5263,2021-08-29 00:00:00,13.00708447,55.23285785,288.7211914,1.214758873,1.047807693,3.976664543,2.853187561,3.395609856,288.9018555,0.561020255,0.388671875,0.404296875,101493.5,4.93599069,24,158,18.3504316,101.7521325,98.73042322,4.942010615,0.016703624,101.9817077,17.73466143,88.95035196,74.823519,81.25640322,20.71213089987816,
5264,5264,2021-08-29 01:00:00,13.61728143,55.17352169,288.7585449,1.213860512,1.067962408,3.915083885,3.018226624,3.298410416,288.9128418,0.569442332,0.309082031,0.475830078,101424.125,4.933212963,24,158,18.26039834,98.63022555,95.87595594,5.713856843,0.016703624,128.0452981,14.88019416,95.40962732,58.93626249,68.55910147,43.92125408119289,
5265,5265,2021-08-29 02:00:00,14.09854232,55.13630736,288.5300293,1.215167046,1.180313468,4.22125721,3.04971981,3.502630234,288.4094238,0.623213708,0.334053099,0.512664795,101455.625,4.931807052,24,158,18.58101174,97.85777042,94.80942625,7.039430661,0.182148576,135.2473078,117.6415412,70.73136419,53.19219297,55.01038068,50.05673402236498,-22.83211493394826
5266,5266,2021-08-29 03:00:00,14.55927637,55.09801912,288.8637695,1.213760376,1.538822174,4.534033775,3.583778381,3.754030228,288.4219971,0.801591814,0.321617067,0.732116699,101386.6875,4.932131183,24,158,13.85410252,124.8151719,100.602741,7.838890431,0.162057951,124.1089693,176.3266301,70.86745618,61.94953893,62.82517598,44.71171028075972,-75.72388912166547
5275,5275,2021-08-29 15:00:00,14.46079807,55.13116779,289.284668,1.213989258,1.723106623,5.212715149,3.635901451,4.36530304,288.4219971,0.90820682,0.594604433,0.677947998,101589.4375,5.290011907,24,158,17.8116546,285.4584785,283.2791519,8.406324593,0.042870688,65.49107542,20.22022543,124.7714195,117.8222923,121.0766639,37.788076527437354,83.0589259875621
5276,5276,2021-08-29 16:00:00,13.98792955,55.2107112,289.7053223,1.214365005,1.488848329,4.98481369,3.228797913,4.243846893,288.4094238,0.787538826,0.545944154,0.546691895,101705.3125,5.28907387,24,158,18.81062992,279.7870964,279.3684544,7.771508072,0.076730692,56.05613839,36.22253858,138.4335857,123.1257702,130.7696415,43.31231598759116,63.14591579971299
5277,5277,2021-08-29 17:00:00,13.2875141,55.24883685,290.3220215,1.213421822,1.353011847,4.825098038,3.237953186,3.95675087,288.7785645,0.719786644,0.451553285,0.544616699,101683.375,5.289243267,24,158,18.79767442,274.2885266,273.7119586,6.650542683,0.093019249,52.41550477,29.65631394,150.6376889,127.659982,136.5177663,41.296453812893404,64.05564464039449
