,Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Draught,Width,Length,SOG,COG,Heading,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction,True North Wind Direction,True North Current Direction
976,976,2021-12-02 17:00:00,14.03888984,55.20653063,270.6622314,1.332325935,1.73774159,5.587029457,3.344947815,4.373747826,275.871582,0.904547811,0.529495239,0.713531494,103694.25,5.290543636,24,158,18.75201865,281.241434,281.8721632,7.659200702,0.156844271,112.4804009,86.09567222,127.1901537,65.17019523,91.47207988,-10.608237692165957,15.776490946366646
977,977,2021-12-02 18:00:00,13.37212052,55.23123408,270.5205994,1.332596779,1.796343923,5.228672028,3.598365784,3.895541191,275.7746582,0.930981278,0.394515991,0.841949463,103717.25,5.287907464,24,158,19.44761307,274.5916632,273.8946647,7.273600789,0.150787733,101.5854516,87.98486538,129.6155053,79.68516931,85.9466134,-7.690786954617759,5.909799291605138
978,978,2021-12-02 19:00:00,12.91436195,55.2673461,270.4923706,1.335149765,1.709234476,4.823850632,3.614393234,3.827267647,275.6340332,0.89086467,0.368414283,0.810791016,103814.9375,5.288980369,24,158,17.83072916,283.9179599,282.9407426,6.959297635,0.087848521,103.5948095,135.7147183,94.05322831,76.65898889,78.79369061,-0.6540668976322951,-32.7739757246109
979,979,2021-12-02 20:00:00,12.47623856,55.39561634,269.5396118,1.343191147,0.829587936,3.463209152,2.515296936,2.977807999,274.3596191,0.450092971,0.296889544,0.328674316,103785.0,5.289485678,24,158,16.9687399,302.5212828,299.3932981,4.66221811,0.016703624,117.6494929,141.6024637,54.00861844,63.76628122,56.43568143,1.74380512402506,
982,982,2021-12-02 23:00:00,12.24396058,55.4513525,266.388855,1.349011421,,,,,273.5012207,,,,103718.1875,5.290060734,24,158,7.765099837,182.8537653,108.5298907,2.971428839,0.016703624,71.12364061,27.53412892,,,,-0.3464686838896171,
983,983,2021-02-13 00:00:00,12.53803718,55.34797649,268.1874695,1.351308823,0.553479373,3.21212101,2.038368225,2.855602264,274.0533447,0.306454539,0.254156679,0.170227051,103870.5,5.375833726,24,158,18.18219058,123.971065,121.7257308,4.019062143,0.054209149,60.03249546,87.8512126,119.5027529,117.2753767,119.5308997,1.7582262589324649,33.87451820302657
984,984,2021-02-13 01:00:00,13.02393468,55.23058623,269.2354736,1.340481758,1.080440998,4.283146858,2.508215904,3.778922081,275.4394531,0.574838459,0.486456513,0.305908203,103913.875,5.378941396,24,158,19.07292272,99.31451677,97.43434642,4.954373129,0.042434542,82.68755661,106.1766671,74.00575946,96.21891664,80.3957703,0.12190302879341507,23.611013545012
985,985,2021-02-13 02:00:00,13.59882056,55.1835765,269.032074,1.341478348,1.165888548,4.683766365,2.817054749,3.943775177,275.5981445,0.617818236,0.479498565,0.388916016,103854.1875,5.375177579,24,158,18.6288285,97.53881119,95.6511863,5.020979418,0.087516095,77.03249569,97.9976229,59.4760688,100.865023,75.6398185,-7.316318012287153,13.648809195444892
986,986,2021-02-13 03:00:00,14.12159791,55.14396996,269.9266968,1.338875771,1.283105373,5.083727837,2.820814133,4.335778236,275.7105713,0.678606987,0.51949805,0.418884277,103864.9375,5.380909969,24,158,18.80625396,98.78427215,96.99326783,5.520083736,0.115932398,74.6632198,90.08968292,56.47351152,102.1240051,70.88088876,-8.343512362613621,7.082950749944119
987,987,2021-02-13 04:00:00,14.56330864,55.09765465,271.6525269,1.327925682,1.722944736,5.312548637,3.336927414,4.409593582,276.0673828,0.904330075,0.6660465,0.611373901,103774.125,5.376908363,24,158,12.677175,114.6713687,101.2298137,6.30605723,0.09917302,71.33107868,84.44600603,66.39987668,104.7312175,83.88483342,-7.439107647829074,5.6758196931178215
999,999,2021-02-13 16:00:00,14.46005949,55.12234679,274.3503418,1.316487312,1.67166853,5.491901398,3.359962463,4.162128448,276.0673828,0.867124319,0.529834092,0.684143066,103777.8125,5.024261759,24,158,17.95795388,284.3279524,283.2009619,7.588786197,0.134582167,141.9174707,116.2116969,109.6445963,43.01476686,67.70998781,-38.716508797995665,-13.01073501291085
1000,1000,2021-02-13 17:00:00,13.96361625,55.21067395,273.4086609,1.32123661,1.297103047,5.287679672,2.94467926,3.935689926,275.7105713,0.669819415,0.394073606,0.533172607,103923.8125,5.019334651,24,158,18.9513369,280.319349,280.6114498,7.280284501,0.156348341,145.5022609,103.03381,114.6521115,38.04025313,69.96716353,-44.890811132881524,-2.422360077730832
1001,1001,2021-02-13 18:00:00,13.40506509,55.2419774,272.7876282,1.323484421,1.377082348,5.054848671,3.142250061,3.467507362,275.5981445,0.718782306,0.296261698,0.654785156,103916.8125,5.021864968,24,158,18.47108696,274.8170325,274.6782609,7.124208029,0.110742833,136.6934479,103.8181371,119.1958808,48.91527551,58.39052575,-42.01518702866653,-9.139876242024206
1002,1002,2021-02-13 19:00:00,12.89341911,55.27355884,272.3122253,1.326245308,1.18640697,4.462825775,3.014320374,3.286067963,275.4394531,0.624375641,0.264215946,0.564941406,104017.0,5.021405729,24,158,17.94360882,284.1158425,283.6494662,6.740951112,0.110493373,145.7398617,157.6678012,99.98493894,40.47474035,49.50916418,-42.09039552917455,-54.0183349981432
1003,1003,2021-02-13 20:00:00,12.44515908,55.40884259,270.4466858,1.336865425,0.502554834,3.015221596,2.259749413,2.533165932,274.0533447,0.281297624,0.168313682,0.224487305,103975.3125,5.018915676,24,158,16.78118264,298.043143,296.9413854,4.647082021,0.016703624,167.3514339,144.0543764,40.14400275,18.13292487,25.35979254,-50.410048502940676,
1006,1006,2021-02-13 23:00:00,12.2398459,55.45106246,268.0556641,1.336005211,,,,,273.048584,,,,103832.125,5.182108146,24,158,6.505538539,194.5550675,108.2922358,3.458058601,0.016703624,16.13947551,27.29647398,,,,-55.56828871845927,
1007,1007,2021-02-14 00:00:00,12.54794859,55.34386429,270.2400513,1.336488724,0.46021843,2.958976746,2.254493713,2.489738464,273.5802002,0.259700596,0.148925781,0.212158203,103961.5625,5.278038598,24,158,17.4175213,125.3204781,123.7285464,4.355337462,0.102547854,2.513109044,18.83240799,155.6082156,174.6437991,168.9212954,-53.75834454706464,-75.10386158390372
1008,1008,2021-02-14 01:00:00,13.01801099,55.22389108,271.6533203,1.327912331,1.121698737,4.16151619,3.037757874,3.257463455,275.1948242,0.597348213,0.258789063,0.537353516,104016.25,5.289199311,24,158,18.30803563,101.7156173,99.34136325,6.243786709,0.095981249,35.41567134,46.30706549,95.08640891,143.0356382,135.4620298,-45.24296540909216,-34.35157125885002
1009,1009,2021-02-14 02:00:00,13.54445204,55.17855888,271.6812134,1.328179359,1.444586039,4.6297369,3.318751335,3.481543541,275.3890381,0.757482946,0.267822266,0.708496094,103915.25,5.289353558,24,158,18.17305212,97.61483633,95.64610468,7.301139421,0.156341233,37.67521805,76.80901443,84.80967985,139.1846179,134.3141345,-46.678677265572226,-7.544880887465131
1010,1010,2021-02-14 03:00:00,14.06562412,55.13716291,271.6991577,1.32728672,1.597758055,4.839119911,3.379481316,3.70581913,275.4799805,0.827333272,0.339385986,0.750457764,103901.875,5.289504189,24,158,18.35969336,98.97489125,97.03703339,8.096527335,0.194872354,35.404556,71.30863277,90.83285506,142.8970798,134.9378818,-47.558410604907074,-11.65433383657984
1011,1011,2021-02-14 04:00:00,14.54512825,55.09399651,272.3638306,1.323637962,2.395516872,5.404781342,4.140234947,4.323726654,275.8891602,1.23132062,0.465270996,1.139221191,103768.8125,5.291153616,24,158,14.8147541,105.9573436,97.47107264,9.12653143,0.163242362,37.88637876,66.39832885,90.72627494,138.5839266,133.3367343,-44.642548595640946,-16.130598505829372
1023,1023,2021-02-14 16:00:00,14.47044958,55.12375725,273.9997559,1.31649971,1.608731747,4.798559189,3.552650452,3.82639122,275.8891602,0.840858102,0.392150879,0.743530273,103756.0625,4.83723876,24,158,17.6904069,283.8218009,282.9566708,7.801780764,0.146894131,169.2246132,127.0297318,70.74910925,16.17196081,25.99254797,-66.26794237537358,-24.07306106383863
1024,1024,2021-02-14 17:00:00,14.00898621,55.20812298,273.2302246,1.320323944,1.074594736,4.049746513,2.826576233,3.354678154,275.4799805,0.566547096,0.292297363,0.469421387,103858.75,4.844229334,24,158,19.24456208,281.0308541,280.4305316,6.086000759,0.129426608,166.9007145,119.3962388,37.24616514,9.558359963,15.33912168,-66.47018290564093,-18.96570720587048
1025,1025,2021-02-14 18:00:00,13.33549355,55.24537162,272.5349121,1.322018623,0.839033723,3.553468704,2.586219788,3.021974564,275.3624268,0.454649508,0.178161621,0.40020752,103836.25,4.837724181,24,158,18.5217812,274.7661341,273.6480447,4.420431681,0.061345535,177.3185423,134.8861139,30.29146947,4.265354263,11.04745091,-89.03341298309978,-41.238069172891265
1026,1026,2021-02-14 19:00:00,12.88251646,55.27628808,269.3620605,,,,,,,,,,103810.4375,4.83914147,24,158,17.99760647,284.1672107,282.2445255,3.6880882,0.128715753,149.2506235,157.199233,,,,71.49514905052133,79.44375858350668
1027,1027,2021-02-14 20:00:00,12.43532152,55.40989235,270.5759277,1.331936836,0.291815639,2.391683578,3.52481842,2.317489624,273.5802002,0.170883417,0.155639648,0.036071777,103742.0625,4.841959166,24,158,16.93572302,298.0778904,295.8332184,3.467341321,0.016703624,103.1606628,145.1625434,46.96172795,98.87470546,53.21983036,38.99388119865745,
1030,1030,2021-02-14 23:00:00,12.24777761,55.44932997,269.0195313,1.328870773,,,,,273.1513672,,,,103484.0625,4.936347412,24,158,6.990691402,159.0794223,108.799476,3.059146021,0.016703624,92.63522076,27.80371422,,,,16.164255247552237,
1031,1031,2021-02-15 00:00:00,12.54581595,55.34949032,271.1918945,1.328241348,0.360465825,2.596110344,1.782997131,2.407195091,273.6813965,0.205835402,0.161560059,0.109741211,103620.75,5.046423095,24,158,16.7317509,124.8758489,125.0289493,3.871390924,0.152029,107.7043595,68.37896964,84.13436553,70.9817929,79.01847503,17.324589799986082,56.64997964522825
1032,1032,2021-02-15 01:00:00,13.00997046,55.22845915,272.4714355,1.3223629,0.569211006,3.144388199,2.333656311,2.714017868,275.2490234,0.313634753,0.206420898,0.231445313,103685.625,5.017961151,24,158,18.47540984,102.4237877,101.6725133,4.399837506,0.099795316,76.65603319,27.7551023,145.447253,103.7248103,123.0094936,25.016480083856006,73.91741097648114
1033,1033,2021-02-15 02:00:00,13.54921725,55.18492006,272.6938477,1.322690964,0.57017535,3.293206215,2.167396545,2.909173012,275.4085693,0.313130021,0.240722656,0.189208984,103609.875,5.018260504,24,158,18.5372428,96.29660949,95.62290522,4.057058661,0.080037458,69.49870155,17.44082068,174.8146253,114.399983,149.2543989,26.124203662735137,-66.93627410792729
1034,1034,2021-02-15 03:00:00,14.08721059,55.14830944,272.7849121,1.321155548,0.555891097,3.559733391,2.532606125,3.376749992,275.498291,0.300436795,0.27911377,0.095336914,103601.0,5.017671455,24,158,18.44946237,98.72007795,98.42869138,3.526897984,0.07947464,68.78283442,33.33427084,179.165935,103.329701,171.07552,29.645856961485524,-48.237037777444996
1035,1035,2021-02-15 04:00:00,14.55237542,55.09951815,273.6650391,1.316196442,0.730581701,3.886149406,1.746864319,3.762004852,275.8681641,0.389373183,0.375641912,0.094909668,103502.5,5.017364705,24,158,14.4802935,114.1232924,104.0247174,3.372956909,0.039912637,71.05782383,41.36670628,145.7883893,110.7449969,149.3690167,32.96689359120951,62.65801114347036
1047,1047,2021-02-15 16:00:00,14.4548009,55.13648197,274.4177246,1.301778793,2.258560658,4.947924614,4.094275475,4.201952934,275.8681641,1.162476778,0.407470703,1.08795166,102782.875,5.199748959,24,158,18.075569,286.2218577,282.1558328,8.979957502,0.109478909,70.63055609,140.0706833,54.10676049,102.5857644,98.63196801,-7.213611150356838,62.226516088509634
1048,1048,2021-02-15 17:00:00,13.98001354,55.21653269,274.4155273,1.300005913,2.295852184,4.941303253,3.892616272,4.306659698,275.498291,1.182342291,0.506591797,1.011291504,102684.1875,5.199692214,24,158,18.69230999,279.629795,276.3918842,9.353203747,0.119894562,70.58670175,112.4187473,63.07891123,105.9844288,100.6400837,-13.021414001748655,28.810631568767747
1049,1049,2021-02-15 18:00:00,13.33406114,55.24710209,274.3535156,1.298090935,2.502952814,4.652547836,4.188087463,4.211507797,275.3996582,1.293304205,0.273101807,1.263366699,102462.6875,5.199767787,24,158,18.32923666,272.8555013,269.1823741,9.867029902,0.164480517,75.51214775,107.8685822,73.34343066,104.2448894,103.2595989,-15.30547810992779,17.050956317640292
1050,1050,2021-02-15 19:00:00,12.89011055,55.27310247,273.6928711,1.298653603,2.585592031,4.748517036,4.26822567,4.289532661,275.2490234,1.338587999,0.278930664,1.309082031,102392.6875,5.199752085,24,158,18.17335316,283.8980162,280.9284938,10.47499941,0.283957187,61.98252932,110.5871517,104.0927547,117.7696193,117.4659847,-17.08897687509963,31.515645474376136
1051,1051,2021-02-15 20:00:00,12.43504153,55.40997381,272.2602539,1.30222702,2.201465607,5.002642632,4.179846764,4.265826225,273.6813965,1.151143432,0.34588623,1.096038818,102181.8125,5.199673031,24,158,17.17127234,297.9056875,295.4742385,9.32029282,0.016703624,46.72286146,145.5215232,128.9663803,131.2672226,130.6790115,-17.802899999438434,
1054,1054,2021-02-15 23:00:00,12.22396593,55.45424387,271.854248,1.300860405,,,,,273.2067871,,,,101889.6875,5.302563836,24,158,5.240340909,199.2997258,108.1448864,6.365047576,0.016703624,122.3687398,27.14912457,,,,-14.223853439608456,
1055,1055,2021-02-16 00:00:00,12.52915438,55.35774246,272.5368652,1.300173759,2.025721312,5.270091057,3.927223206,4.392161369,273.7250977,1.065811038,0.601593018,0.873718262,101994.3125,5.374377149,24,158,17.25668501,123.0680358,123.2148014,7.272422553,0.219303039,135.4848027,103.0997595,36.91804157,41.28379475,40.97944294,-12.27000126137626,20.11504194352201
1056,1056,2021-02-16 01:00:00,12.97707889,55.24683493,272.7434082,1.300239563,2.443277597,5.246835709,4.195228577,4.502206802,275.2382813,1.274819613,0.594482422,1.101806641,102071.875,5.377791777,24,158,18.65778459,102.0357413,102.2746858,8.082397448,0.162815609,106.8774631,73.75362021,32.6084166,67.33748154,59.53088669,-4.60277723650146,28.52106560391033
1057,1057,2021-02-16 02:00:00,13.57422809,55.19153854,272.8327637,1.301448822,2.501450539,5.203570366,4.228431702,4.5138731,275.4249268,1.305322647,0.644287109,1.119140625,102093.375,5.380788642,24,158,18.75973377,98.9845246,99.42050055,8.101879432,0.104907858,100.3601047,58.27265917,30.14300653,75.33104059,64.8021557,-0.9396041695127435,41.147841378687374
1058,1058,2021-02-16 03:00:00,14.0782112,55.14804588,272.8989258,1.301345825,2.655846834,5.501919746,3.926001549,4.884488106,275.5375977,1.378774881,0.880706787,0.962890625,102108.875,5.37787783,24,158,18.71841661,98.90268701,99.75304514,8.175462941,0.132410055,104.4714364,76.2837638,55.921668,73.33884329,68.49497122,-4.718391275407582,23.469281332944394
1059,1059,2021-02-16 04:00:00,14.54819492,55.10227158,272.9931641,1.299403191,2.770991087,5.674459457,4.644873619,4.854513168,275.8378906,1.436555982,0.63861084,1.284851074,101995.75,5.378832301,24,158,14.52939983,120.4254688,108.5282567,8.535553101,0.20401687,115.4447592,98.18071746,70.36929578,64.36656446,65.08275098,-6.916502450454655,10.34753924925449
1071,1071,2021-02-16 16:00:00,14.48067546,55.12689482,274.1159668,1.286470413,0.89454639,4.130422592,2.041236877,3.895742416,275.8378906,0.479456544,0.450531006,0.158203125,101527.125,5.372709098,24,158,18.19587696,283.5721691,279.2524018,4.207473952,0.033047911,69.06655455,123.3092104,108.8347687,112.7035126,108.9306245,-11.681043644329172,-24.056808615222604
1072,1072,2021-02-16 17:00:00,13.98395181,55.2136175,273.9667969,1.286407471,0.761367857,4.005515099,2.730628014,3.641928673,275.5375977,0.410852849,0.361740112,0.159912109,101540.5625,5.377418964,24,158,20.01701784,279.2871988,277.6658116,4.204561996,0.017689623,68.25706743,137.7028609,119.3185521,132.8870336,116.369608,-14.077120932176797,55.36867254206282
1073,1073,2021-02-16 18:00:00,13.2722407,55.24397072,274.2109375,1.282043457,0.754516423,3.739800453,2.598975182,2.971611977,275.3920898,0.407674551,0.214660645,0.340209961,101378.9375,5.37254582,24,158,19.73017178,274.0314456,271.9846871,5.850218303,0.023772272,53.75998735,114.8530127,114.5483163,123.4367745,121.4572671,-34.255325549213545,26.837699767504265
1074,1074,2021-02-16 19:00:00,12.83670906,55.28099535,273.7033691,,,,,,,,,,101265.1875,5.373880801,24,158,18.10623199,289.1190229,287.1700089,5.914885648,0.133440538,28.17000214,110.612383,,,,-44.65998897739168,37.78239187103217
1075,1075,2021-02-16 20:00:00,12.41300363,55.41959152,273.9204102,1.281336784,0.879479229,3.433872223,2.804847717,2.896030426,273.7250977,0.474868894,0.173339844,0.441162109,101083.1875,5.377891691,24,158,15.70961056,296.3963874,294.8404885,7.078074076,0.016703624,14.5951609,146.1552733,123.1587715,156.9651985,152.5279274,-50.564350644182745,
1079,1079,2021-02-17 00:00:00,12.47303487,55.37708437,274.6152344,1.275554657,1.360074759,3.9136343,3.308998108,3.376219749,273.6850586,0.71922791,0.239318848,0.677929819,100802.625,5.285371201,24,158,17.4573946,126.3804279,125.1595645,7.619419491,0.016703624,169.0028724,44.16380274,29.00439116,11.40761992,12.46961638,-43.84330788416937,
1080,1080,2021-02-17 01:00:00,12.9187046,55.24283331,275.4055176,1.271453857,1.728245378,4.13881588,3.566566467,3.636618614,275.1293945,0.899242342,0.294555664,0.846923828,100851.875,5.288340094,24,158,18.50296277,108.0946261,107.246114,8.284171716,0.129935509,153.1195519,101.4357776,1.554590977,28.8120983,25.71193961,-45.87343796523713,5.810336366646608
1081,1081,2021-02-17 02:00:00,13.47304588,55.16607538,275.3571777,1.271336555,1.951265574,4.080396652,3.712806702,3.740552902,275.3395996,1.010753632,0.266235352,0.974365234,100835.25,5.287471998,24,158,18.87915658,99.38782197,98.93683694,8.779645134,0.095492912,148.024171,96.42662934,10.35159995,34.6516793,33.29910972,-49.087334059332704,2.5102077773629694
1082,1082,2021-02-17 03:00:00,14.0102938,55.14090977,275.2434082,1.271988869,2.039612532,4.323309898,3.764320374,3.877081871,275.475708,1.04833746,0.361082673,0.971618652,100915.6875,5.290672726,24,158,18.80820504,95.24517787,95.4986272,8.931043102,0.176658564,146.3199559,114.0529136,23.67314098,34.40899609,36.00733898,-50.82132866894865,-18.554286349551038
1083,1083,2021-02-17 04:00:00,14.50766562,55.10213014,275.197998,1.273555756,2.444330692,4.438691139,4.040931702,4.072785378,275.7243652,1.24291265,0.338562012,1.195159912,100886.625,5.289169998,24,158,16.64692593,96.78355616,97.76060338,9.640927835,0.220718233,150.0664985,122.4910996,12.52859645,31.57287745,30.56916957,-52.30589509347107,-24.730496256428108
